# Tala card catalog — GENERATED by packages/tala/scripts/build-card-catalog.py. Do not edit.
# Card and quiz ids -> the student app's subcategories. Append-only: see the script.
C	ffct-29269	29
C	ffct-29270	29,412
C	ffct-29271	29,412
C	ffct-29272	29,412
C	ffct-29273	29,412
C	ffct-29274	412,410
C	ffct-29275	29,412
C	ffct-29276	412,410
C	ffct-29277	410
C	ffct-29278	29,410
C	ffct-29279	29,410
C	ffct-29281	29,410
C	ffct-29282	29,412
C	ffct-29283	29,412
C	ffct-29284	412,35
C	ffct-29285	29,412
C	ffct-29286	29,410
C	ffct-29287	29,412
C	ffct-29288	410
C	ffct-29289	410
C	ffct-29290	410,412
C	ffct-29291	435
C	ffct-29292	435
C	ffct-29293	430,435
C	ffct-29294	427,435
C	ffct-29295	430,427
C	ffct-29296	414
C	ffct-29297	435
C	ffct-29298	427
C	ffct-29299	410
C	ffct-29300	438
C	ffct-29301	438
C	ffct-29302	438
C	ffct-29303	438
C	ffct-29304	438,410
C	ffct-29305	438,410
C	ffct-29306	438,29
C	ffct-29307	438
C	ffct-29308	438
C	ffct-29309	438
C	ffct-29310	438
C	ffct-29311	438
C	ffct-29312	438
C	ffct-29313	438
C	ffct-29314	438
C	ffct-29315	438
C	ffct-29316	438,410
C	ffct-29318	438
C	ffct-29319	438
C	ffct-29320	438,410
C	ffct-29321	438,410
C	ffct-29322	438
C	ffct-29323	438,418
C	ffct-29324	441
C	ffct-29325	441
C	ffct-29326	441
C	ffct-29327	441
C	ffct-29328	441
C	ffct-29329	441
C	ffct-29330	441,410
C	ffct-29331	441
C	ffct-29332	441
C	ffct-29333	441,423
C	ffct-29334	441
C	ffct-29335	441,410
C	ffct-29336	441
C	ffct-29337	441
C	ffct-29338	441
C	ffct-29339	441
C	ffct-29340	441
C	ffct-29341	441
C	ffct-29342	410
C	ffct-29343	441
C	ffct-29344	441,18
C	ffct-29345	441
C	ffct-29346	441
C	ffct-29347	441
C	ffct-29348	441,440
C	ffct-29349	441
C	ffct-29350	441,18
C	ffct-29351	441
C	ffct-29352	441,410
C	ffct-29353	441
C	ffct-29354	441,18
C	ffct-29355	18
C	ffct-29356	441,410
C	ffct-29357	440,441
C	ffct-29358	441,417
C	ffct-29359	18
C	ffct-29360	441
C	ffct-29361	441
C	ffct-29362	441
C	ffct-29363	441
C	ffct-29364	441,423
C	ffct-29365	441,44
C	ffct-29366	441,5
C	ffct-29367	18
C	ffct-29368	18
C	ffct-29369	18
C	ffct-29370	18
C	ffct-29371	18,410
C	ffct-29372	18,410
C	ffct-29373	18
C	ffct-29374	441,18
C	ffct-29375	441,18
C	ffct-29376	441,18
C	ffct-29377	18
C	ffct-29378	441,439
C	ffct-29379	441,18
C	ffct-29380	18,410
C	ffct-29381	412,18
C	ffct-29382	426,421
C	ffct-29383	426,406
C	ffct-29384	421,426
C	ffct-29385	426,421
C	ffct-29386	426
C	ffct-29387	426
C	ffct-29388	426
C	ffct-29389	426
C	ffct-29390	426
C	ffct-29391	426
C	ffct-29392	426,442
C	ffct-29393	426,442
C	ffct-29394	426
C	ffct-29395	426
C	ffct-29396	426,439
C	ffct-29397	426,439
C	ffct-29398	426,417
C	ffct-29399	426
C	ffct-29400	426,438
C	ffct-29401	426,439
C	ffct-29402	37
C	ffct-29403	426,417
C	ffct-29404	426,421
C	ffct-29405	421,387
C	ffct-29406	421,438
C	ffct-29407	421,438
C	ffct-29408	421,405
C	ffct-29409	421,387
C	ffct-29410	46,421
C	ffct-29411	421,387
C	ffct-29412	421,387
C	ffct-29413	421,387
C	ffct-29414	421,387
C	ffct-29415	421,387
C	ffct-29416	37,421
C	ffct-29417	421,387
C	ffct-29418	421,405
C	ffct-29419	422
C	ffct-29420	421,401
C	ffct-29421	421,387
C	ffct-29422	421,387
C	ffct-29423	421,387
C	ffct-29424	421,387
C	ffct-29428	438
C	ffct-29429	29,387
C	ffct-29431	438
C	ffct-29432	438,29
C	ffct-29433	438
C	ffct-29434	438,395
C	ffct-29435	438
C	ffct-29436	412,387
C	ffct-29437	29
C	ffct-29441	29,410
C	ffct-29442	35,438
C	ffct-29443	438,426
C	ffct-29444	438
C	ffct-29445	438,410
C	ffct-29446	438
C	ffct-29447	29,403
C	ffct-29448	29
C	ffct-29450	433
C	ffct-29451	433
C	ffct-29452	433
C	ffct-29453	433
C	ffct-29454	433
C	ffct-29455	433,34
C	ffct-29456	433
C	ffct-29457	433
C	ffct-29458	430
C	ffct-29459	433,35
C	ffct-29461	433
C	ffct-29462	433
C	ffct-29463	430,427
C	ffct-29464	433,396
C	ffct-29465	417,396
C	ffct-29466	441,27
C	ffct-29467	430,391
C	ffct-29468	27
C	ffct-29469	390,392
C	ffct-29470	33
C	ffct-29471	430,427
C	ffct-29472	414,427
C	ffct-29473	414,427
C	ffct-29474	414
C	ffct-29475	414
C	ffct-29476	414
C	ffct-29477	414,427
C	ffct-29478	414
C	ffct-29479	414,427
C	ffct-29480	414,427
C	ffct-29481	414
C	ffct-29482	414
C	ffct-29483	414,427
C	ffct-29484	414,391
C	ffct-29485	414
C	ffct-29486	414,389
C	ffct-29487	414
C	ffct-29488	414
C	ffct-29489	27,409
C	ffct-29490	414
C	ffct-29491	414
C	ffct-29492	27,430
C	ffct-29493	423
C	ffct-29494	423
C	ffct-29495	423
C	ffct-29496	27,423
C	ffct-29497	423
C	ffct-29498	423,27
C	ffct-29499	414
C	ffct-29500	441,18
C	ffct-29501	423,27
C	ffct-29502	27,430
C	ffct-29503	27,409
C	ffct-29504	27,423
C	ffct-29505	396
C	ffct-29506	433
C	ffct-29507	433
C	ffct-29509	433
C	ffct-29510	433
C	ffct-29511	433,430
C	ffct-29512	433
C	ffct-29513	433,389
C	ffct-29514	433
C	ffct-29515	433
C	ffct-29516	433
C	ffct-29517	433
C	ffct-29518	433
C	ffct-29519	433
C	ffct-29520	433
C	ffct-29522	433,389
C	ffct-29523	433,21
C	ffct-29524	21,423
C	ffct-29525	21,433
C	ffct-29526	433,21
C	ffct-29527	433,21
C	ffct-29528	21
C	ffct-29529	433
C	ffct-29531	433
C	ffct-29532	433,5
C	ffct-29533	433,21
C	ffct-29534	21
C	ffct-29535	433
C	ffct-29536	433
C	ffct-29537	433,6
C	ffct-29538	430,431
C	ffct-29539	431
C	ffct-29540	389,430
C	ffct-29541	430,409
C	ffct-29542	431,430
C	ffct-29543	430,431
C	ffct-29544	430,431
C	ffct-29545	431,435
C	ffct-29546	430,431
C	ffct-29547	430,431
C	ffct-29548	431,414
C	ffct-29549	431
C	ffct-29550	430,389
C	ffct-29551	431
C	ffct-29552	430,392
C	ffct-29553	430,431
C	ffct-29554	430,396
C	ffct-29555	430,44
C	ffct-29556	430
C	ffct-29557	431
C	ffct-29558	430,418
C	ffct-29559	430,396
C	ffct-29560	430,396
C	ffct-29561	440
C	ffct-29562	440,35
C	ffct-29563	19,440
C	ffct-29564	441,440
C	ffct-29565	441,440
C	ffct-29566	439,440
C	ffct-29567	440,439
C	ffct-29568	440,417
C	ffct-29569	412,439
C	ffct-29570	439,434
C	ffct-29571	19,440
C	ffct-29572	439,395
C	ffct-29573	441,440
C	ffct-29574	434,440
C	ffct-29575	441,18
C	ffct-29576	440,439
C	ffct-29577	37,395
C	ffct-29578	441,403
C	ffct-29579	440
C	ffct-29580	440,439
C	ffct-29581	441,19
C	ffct-29582	441
C	ffct-29583	441
C	ffct-29584	441,403
C	ffct-29585	441,403
C	ffct-29586	441,430
C	ffct-29587	441
C	ffct-29588	441
C	ffct-29589	441
C	ffct-29590	441,403
C	ffct-29591	441
C	ffct-29592	441
C	ffct-29593	441
C	ffct-29594	441
C	ffct-29595	441
C	ffct-29596	441,410
C	ffct-29597	441
C	ffct-29598	19,441
C	ffct-29599	19,441
C	ffct-29600	441
C	ffct-29601	441
C	ffct-29602	441
C	ffct-29603	441,19
C	ffct-29604	410,441
C	ffct-29605	441,19
C	ffct-29606	11,421
C	ffct-29607	11,387
C	ffct-29608	46
C	ffct-29609	46,421
C	ffct-29610	46
C	ffct-29611	430,433
C	ffct-29612	433
C	ffct-29613	430,433
C	ffct-29614	430,433
C	ffct-29615	430,35
C	ffct-29616	430
C	ffct-29617	430,433
C	ffct-29618	430,433
C	ffct-29619	46
C	ffct-29620	46
C	ffct-29621	46
C	ffct-29622	421,46
C	ffct-29623	46,28
C	ffct-29624	46
C	ffct-29625	393,46
C	ffct-29626	46
C	ffct-29627	46
C	ffct-29628	46,32
C	ffct-29629	45
C	ffct-29630	46
C	ffct-29631	46,421
C	ffct-29632	46
C	ffct-29633	46,421
C	ffct-29634	46
C	ffct-29635	46
C	ffct-29636	46,417
C	ffct-29637	46
C	ffct-29638	46
C	ffct-29639	46,421
C	ffct-29640	46
C	ffct-29641	405
C	ffct-29642	405
C	ffct-29643	405
C	ffct-29644	405
C	ffct-29645	405,421
C	ffct-29646	405
C	ffct-29647	405
C	ffct-29648	405
C	ffct-29649	405,33
C	ffct-29650	405
C	ffct-29651	405
C	ffct-29652	407,400
C	ffct-29653	405
C	ffct-29654	407,400
C	ffct-29655	405
C	ffct-29656	405,438
C	ffct-29657	421,405
C	ffct-29658	418,36
C	ffct-29659	36,405
C	ffct-29660	405
C	ffct-29661	405
C	ffct-29662	405,20
C	ffct-29663	405
C	ffct-29664	421
C	ffct-29665	421
C	ffct-29666	421
C	ffct-29667	421,395
C	ffct-29668	22,387
C	ffct-29669	46,400
C	ffct-29670	37,440
C	ffct-29671	423,441
C	ffct-29672	421
C	ffct-29673	11,421
C	ffct-29674	395,387
C	ffct-29675	11,395
C	ffct-29676	11,421
C	ffct-29677	421,14
C	ffct-29678	421
C	ffct-29679	387,395
C	ffct-29680	421
C	ffct-29681	421
C	ffct-29682	421,387
C	ffct-29683	421
C	ffct-29684	421
C	ffct-29685	421,14
C	ffct-29686	0,37
C	ffct-29687	395,387
C	ffct-29688	11,439
C	ffct-29689	11
C	ffct-29690	11,421
C	ffct-29691	11
C	ffct-29692	11,421
C	ffct-29693	11,421
C	ffct-29694	395,11
C	ffct-29695	11,395
C	ffct-29696	439,11
C	ffct-29697	11,439
C	ffct-29698	421,395
C	ffct-29699	385
C	ffct-29700	414
C	ffct-29701	414
C	ffct-29702	427
C	ffct-29703	435
C	ffct-29704	27,430
C	ffct-29705	27
C	ffct-29706	414,430
C	ffct-29707	433
C	ffct-29708	430
C	ffct-29709	430
C	ffct-29710	430
C	ffct-29711	430
C	ffct-29712	430
C	ffct-29713	430
C	ffct-29714	430
C	ffct-29715	421
C	ffct-29716	11
C	ffct-29717	11,399
C	ffct-29718	11
C	ffct-29719	11
C	ffct-29720	11,405
C	ffct-29721	11
C	ffct-29722	11
C	ffct-29723	11
C	ffct-29724	11,20
C	ffct-29725	27,387
C	ffct-29726	27,387
C	ffct-29727	27,387
C	ffct-29728	27,387
C	ffct-29729	27,387
C	ffct-29731	27,387
C	ffct-29732	27,387
C	ffct-29733	397,27
C	ffct-29734	391,27
C	ffct-29735	387
C	ffct-29736	27,29
C	ffct-29737	29,27
C	ffct-29738	387
C	ffct-29739	387
C	ffct-29740	27,387
C	ffct-29741	387
C	ffct-29742	387
C	ffct-29743	387
C	ffct-29744	27,387
C	ffct-29745	387
C	ffct-29746	387,46
C	ffct-29747	27,387
C	ffct-29748	387
C	ffct-29749	387
C	ffct-29750	387,29
C	ffct-29751	29,27
C	ffct-29752	387,438
C	ffct-29753	387,395
C	ffct-29754	387,412
C	ffct-29755	29,27
C	ffct-29756	29,27
C	ffct-29757	412,395
C	ffct-29758	387
C	ffct-29759	387
C	ffct-29760	387,403
C	ffct-29761	387
C	ffct-29762	387,412
C	ffct-29763	410
C	ffct-29764	37
C	ffct-29765	37
C	ffct-29766	37
C	ffct-29767	37,389
C	ffct-29768	417,426
C	ffct-29769	410
C	ffct-29770	410
C	ffct-29771	410
C	ffct-29772	37
C	ffct-29773	29,410
C	ffct-29774	37
C	ffct-29775	37
C	ffct-29776	37
C	ffct-29777	410
C	ffct-29778	37
C	ffct-29779	410
C	ffct-29780	37
C	ffct-29781	37,395
C	ffct-29782	37
C	ffct-29783	410
C	ffct-29784	37
C	ffct-29785	441,410
C	ffct-29786	410
C	ffct-29787	389
C	ffct-29788	410
C	ffct-29789	410
C	ffct-29790	410
C	ffct-29791	441,439
C	ffct-29792	410
C	ffct-29793	410
C	ffct-29794	441,410
C	ffct-29795	433
C	ffct-29796	433,34
C	ffct-29797	430,6
C	ffct-29798	430
C	ffct-29799	433
C	ffct-29800	430,433
C	ffct-29801	430
C	ffct-29802	430
C	ffct-29803	441,410
C	ffct-29804	441
C	ffct-29805	395,410
C	ffct-29806	410,43
C	ffct-29807	410
C	ffct-29808	410
C	ffct-29809	441,412
C	ffct-29810	441,410
C	ffct-29811	410
C	ffct-29812	410
C	ffct-29813	439,410
C	ffct-29814	410,426
C	ffct-29815	32,439
C	ffct-29816	410
C	ffct-29817	33
C	ffct-29818	429
C	ffct-29819	391,429
C	ffct-29820	396,429
C	ffct-29821	429
C	ffct-29822	19,33
C	ffct-29823	33,19
C	ffct-29824	33
C	ffct-29825	441,391
C	ffct-29826	429
C	ffct-29827	441
C	ffct-29828	441,33
C	ffct-29829	33
C	ffct-29830	33,429
C	ffct-29831	441
C	ffct-29832	429,33
C	ffct-29833	33
C	ffct-29834	396,429
C	ffct-29835	441,33
C	ffct-29836	441
C	ffct-29837	396
C	ffct-29838	396
C	ffct-29839	396
C	ffct-29840	396,441
C	ffct-29841	396,441
C	ffct-29842	396
C	ffct-29843	396
C	ffct-29844	441,396
C	ffct-29845	441,19
C	ffct-29846	396
C	ffct-29847	430,5
C	ffct-29848	430,5
C	ffct-29849	396,5
C	ffct-29850	396,5
C	ffct-29851	430,433
C	ffct-29852	396
C	ffct-29853	396
C	ffct-29854	396
C	ffct-29855	396,429
C	ffct-29856	396
C	ffct-29857	5
C	ffct-29858	385
C	ffct-29859	5,396
C	ffct-29860	5,390
C	ffct-29861	5,32
C	ffct-29862	5,15
C	ffct-29863	5,14
C	ffct-29864	5,391
C	ffct-29865	5,36
C	ffct-29866	418,5
C	ffct-29867	5
C	ffct-29868	5
C	ffct-29869	5
C	ffct-29870	5
C	ffct-29871	5
C	ffct-29872	391,18
C	ffct-29873	18
C	ffct-29874	45,18
C	ffct-29875	18
C	ffct-29876	18,439
C	ffct-29877	18,412
C	ffct-29878	18
C	ffct-29879	441,412
C	ffct-29880	441
C	ffct-29881	18
C	ffct-29882	22,412
C	ffct-29883	433
C	ffct-29884	433
C	ffct-29885	430,433
C	ffct-29886	430
C	ffct-29887	430
C	ffct-29888	433
C	ffct-29889	430
C	ffct-29890	431
C	ffct-29891	36,10
C	ffct-29892	35
C	ffct-29893	437,36
C	ffct-29894	20,33
C	ffct-29895	18
C	ffct-29896	412
C	ffct-29897	18
C	ffct-29898	18,41
C	ffct-29899	18,32
C	ffct-29900	418,36
C	ffct-29901	18,390
C	ffct-29902	10,45
C	ffct-29903	36,20
C	ffct-29904	431
C	ffct-29905	431
C	ffct-29906	431
C	ffct-29907	431
C	ffct-29908	435,389
C	ffct-29909	389,435
C	ffct-29910	435
C	ffct-29911	435
C	ffct-29912	431
C	ffct-29913	431
C	ffct-29914	431,435
C	ffct-29915	431,435
C	ffct-29916	435,429
C	ffct-29917	435
C	ffct-29918	431
C	ffct-29919	435,391
C	ffct-29920	431,435
C	ffct-29921	431
C	ffct-29922	435
C	ffct-29923	396,430
C	ffct-29924	430
C	ffct-29925	396,430
C	ffct-29926	430
C	ffct-29927	430
C	ffct-29928	433,396
C	ffct-29929	431,396
C	ffct-29930	430,431
C	ffct-29931	431,5
C	ffct-29932	414,430
C	ffct-29933	433,396
C	ffct-29934	396,430
C	ffct-29935	396,430
C	ffct-29936	430,431
C	ffct-29937	430,5
C	ffct-29938	433,396
C	ffct-29939	414,430
C	ffct-29940	430,403
C	ffct-29941	435,430
C	ffct-29942	430,396
C	ffct-29943	414,430
C	ffct-29944	403,396
C	ffct-29945	438
C	ffct-29946	438
C	ffct-29947	438,9
C	ffct-29948	438,387
C	ffct-29949	438,387
C	ffct-29951	438,421
C	ffct-29952	438,421
C	ffct-29953	438
C	ffct-29954	438
C	ffct-29955	438
C	ffct-29956	438
C	ffct-29957	438
C	ffct-29958	438,410
C	ffct-29959	438,395
C	ffct-29960	438
C	ffct-29961	438,395
C	ffct-29962	438
C	ffct-29963	438,395
C	ffct-29964	438,18
C	ffct-29965	439,391
C	ffct-29966	391,439
C	ffct-29967	405,439
C	ffct-29968	439,391
C	ffct-29969	438,391
C	ffct-29970	438,387
C	ffct-29971	431
C	ffct-29972	431
C	ffct-29973	431
C	ffct-29974	430,431
C	ffct-29975	430,409
C	ffct-29976	431
C	ffct-29977	431
C	ffct-29978	435,27
C	ffct-29979	35,391
C	ffct-29980	33,391
C	ffct-29981	35
C	ffct-29983	35,27
C	ffct-29984	35
C	ffct-29985	439,391
C	ffct-29986	390,391
C	ffct-29987	391
C	ffct-29988	440,439
C	ffct-29989	391
C	ffct-29990	405
C	ffct-29991	421,405
C	ffct-29992	405,421
C	ffct-29993	405,421
C	ffct-29994	405
C	ffct-29995	405
C	ffct-29996	405
C	ffct-29997	405
C	ffct-29998	405
C	ffct-29999	405,24
C	ffct-30000	405
C	ffct-30001	405
C	ffct-30002	405
C	ffct-30003	405
C	ffct-30004	405
C	ffct-30005	405
C	ffct-30006	405
C	ffct-30007	405
C	ffct-30008	405
C	ffct-30009	405
C	ffct-30010	405
C	ffct-30011	405
C	ffct-30012	405
C	ffct-30013	405
C	ffct-30014	395
C	ffct-30015	387,395
C	ffct-30016	387,395
C	ffct-30017	438,395
C	ffct-30018	28,395
C	ffct-30019	438,387
C	ffct-30020	438,395
C	ffct-30021	395
C	ffct-30022	387,395
C	ffct-30023	37
C	ffct-30024	37,395
C	ffct-30025	395
C	ffct-30026	395
C	ffct-30027	29,395
C	ffct-30028	46,387
C	ffct-30029	387,395
C	ffct-30030	395
C	ffct-30031	441,18
C	ffct-30032	395,5
C	ffct-30033	438,395
C	ffct-30034	395
C	ffct-30035	395
C	ffct-30036	387,395
C	ffct-30037	387,395
C	ffct-30038	37,14
C	ffct-30039	11,421
C	ffct-30040	37
C	ffct-30041	421,49
C	ffct-30042	37
C	ffct-30043	37
C	ffct-30044	395,37
C	ffct-30045	395,37
C	ffct-30046	389,37
C	ffct-30047	37,395
C	ffct-30048	37
C	ffct-30049	37,426
C	ffct-30050	37
C	ffct-30051	395,37
C	ffct-30052	37
C	ffct-30053	37
C	ffct-30054	37
C	ffct-30055	37
C	ffct-30056	37,417
C	ffct-30057	37
C	ffct-30058	37,36
C	ffct-30059	431,435
C	ffct-30060	435
C	ffct-30061	431
C	ffct-30062	431
C	ffct-30063	431
C	ffct-30064	431
C	ffct-30065	431
C	ffct-30066	430,389
C	ffct-30067	37,421
C	ffct-30068	395,37
C	ffct-30069	423
C	ffct-30070	423
C	ffct-30071	423
C	ffct-30072	423
C	ffct-30073	441
C	ffct-30074	441
C	ffct-30075	441,423
C	ffct-30076	18,441
C	ffct-30077	423,441
C	ffct-30078	423,27
C	ffct-30079	441,423
C	ffct-30080	441,423
C	ffct-30081	441,423
C	ffct-30082	18
C	ffct-30083	441,423
C	ffct-30084	441,423
C	ffct-30085	441
C	ffct-30086	18,395
C	ffct-30087	441,423
C	ffct-30088	441
C	ffct-30089	441
C	ffct-30090	441,410
C	ffct-30091	441,33
C	ffct-30092	429,441
C	ffct-30093	396,429
C	ffct-30094	441,403
C	ffct-30095	441
C	ffct-30096	441
C	ffct-30097	441,33
C	ffct-30098	441
C	ffct-30099	33,441
C	ffct-30100	441,33
C	ffct-30101	441,33
C	ffct-30102	441
C	ffct-30103	33,390
C	ffct-30104	441
C	ffct-30105	33,441
C	ffct-30106	33,441
C	ffct-30107	441
C	ffct-30108	441
C	ffct-30109	441
C	ffct-30110	441
C	ffct-30111	441
C	ffct-30112	436,389
C	ffct-30113	436
C	ffct-30114	436
C	ffct-30115	436,412
C	ffct-30116	436,389
C	ffct-30117	436,389
C	ffct-30118	436,412
C	ffct-30119	436,412
C	ffct-30120	436
C	ffct-30121	436
C	ffct-30122	436
C	ffct-30123	436
C	ffct-30124	436,412
C	ffct-30125	436
C	ffct-30126	436,389
C	ffct-30127	436,389
C	ffct-30128	436
C	ffct-30129	436,389
C	ffct-30130	436
C	ffct-30131	436,389
C	ffct-30132	430,431
C	ffct-30133	430,403
C	ffct-30134	431
C	ffct-30135	430,389
C	ffct-30136	430,389
C	ffct-30137	430
C	ffct-30139	430,439
C	ffct-30140	431
C	ffct-30141	431
C	ffct-30142	431,392
C	ffct-30143	430,385
C	ffct-30144	430
C	ffct-30145	430
C	ffct-30146	431
C	ffct-30148	431
C	ffct-30149	431
C	ffct-30150	431
C	ffct-30151	435,431
C	ffct-30152	410
C	ffct-30153	438
C	ffct-30154	410,29
C	ffct-30155	431
C	ffct-30156	430
C	ffct-30157	430,27
C	ffct-30158	430,35
C	ffct-30159	392,431
C	ffct-30160	429,430
C	ffct-30161	431
C	ffct-30162	437,417
C	ffct-30163	417,437
C	ffct-30164	417,437
C	ffct-30165	417,439
C	ffct-30166	10,32
C	ffct-30167	417
C	ffct-30168	10,426
C	ffct-30169	10,426
C	ffct-30170	10,32
C	ffct-30171	32,410
C	ffct-30172	400,32
C	ffct-30173	10,20
C	ffct-30174	32
C	ffct-30175	417,437
C	ffct-30176	32,395
C	ffct-30177	436,417
C	ffct-30178	32,412
C	ffct-30179	20,32
C	ffct-30180	439,32
C	ffct-30181	32
C	ffct-30182	32
C	ffct-30183	10,18
C	ffct-30184	417,32
C	ffct-30185	32,18
C	ffct-30186	412,439
C	ffct-30187	439
C	ffct-30188	412,439
C	ffct-30189	412
C	ffct-30190	439,390
C	ffct-30191	390
C	ffct-30192	39,439
C	ffct-30193	39,439
C	ffct-30194	439,406
C	ffct-30195	437,32
C	ffct-30196	439
C	ffct-30197	9,439
C	ffct-30198	439,434
C	ffct-30199	439
C	ffct-30200	439,440
C	ffct-30201	440,439
C	ffct-30202	439,20
C	ffct-30203	439,440
C	ffct-30204	39,3
C	ffct-30205	439
C	ffct-30206	417,439
C	ffct-30207	412,439
C	ffct-30208	417,439
C	ffct-30209	33,439
C	ffct-30210	439
C	ffct-30211	439
C	ffct-30212	439
C	ffct-30213	439
C	ffct-30214	439,440
C	ffct-30215	439
C	ffct-30216	439,425
C	ffct-30217	439,390
C	ffct-30218	439
C	ffct-30219	439
C	ffct-30220	440,439
C	ffct-30221	439
C	ffct-30222	439,20
C	ffct-30223	418,439
C	ffct-30224	426,439
C	ffct-30225	421,439
C	ffct-30226	439
C	ffct-30227	439
C	ffct-30228	439
C	ffct-30229	439,412
C	ffct-30230	439
C	ffct-30231	418,20
C	ffct-30232	412,387
C	ffct-30233	412
C	ffct-30234	412,387
C	ffct-30235	29,387
C	ffct-30236	29,387
C	ffct-30237	29,387
C	ffct-30238	29,387
C	ffct-30239	29
C	ffct-30240	29
C	ffct-30241	29
C	ffct-30242	29
C	ffct-30243	387,412
C	ffct-30244	412
C	ffct-30245	412
C	ffct-30246	412,439
C	ffct-30247	412,439
C	ffct-30248	412
C	ffct-30249	412
C	ffct-30250	29,387
C	ffct-30251	412,387
C	ffct-30252	412
C	ffct-30253	412
C	ffct-30254	412
C	ffct-30255	412
C	ffct-30256	412
C	ffct-30257	412,441
C	ffct-30258	412
C	ffct-30259	412
C	ffct-30260	412,409
C	ffct-30261	412,18
C	ffct-30262	412
C	ffct-30263	412,18
C	ffct-30264	412
C	ffct-30265	412
C	ffct-30266	412,439
C	ffct-30267	412
C	ffct-30268	412
C	ffct-30269	412,18
C	ffct-30270	412,400
C	ffct-30271	412,400
C	ffct-30272	412,418
C	ffct-30273	18
C	ffct-30274	412
C	ffct-30275	412,18
C	ffct-30276	412
C	ffct-30277	412,18
C	ffct-30278	412,441
C	ffct-30279	22,400
C	ffct-30280	22,412
C	ffct-30281	22,417
C	ffct-30282	22
C	ffct-30283	22
C	ffct-30284	22
C	ffct-30285	22
C	ffct-30286	22
C	ffct-30287	22,395
C	ffct-30288	22,387
C	ffct-30289	22,395
C	ffct-30290	22,395
C	ffct-30291	22,412
C	ffct-30292	22,20
C	ffct-30293	22,37
C	ffct-30294	22,32
C	ffct-30295	22,18
C	ffct-30296	22,36
C	ffct-30297	22,396
C	ffct-30298	22,36
C	ffct-30299	22,3
C	ffct-30300	22,439
C	ffct-30301	22,395
C	ffct-30302	421
C	ffct-30303	37,43
C	ffct-30304	37,421
C	ffct-30305	37
C	ffct-30306	22
C	ffct-30307	438,421
C	ffct-30308	395,412
C	ffct-30309	37
C	ffct-30310	421
C	ffct-30311	37
C	ffct-30312	395,441
C	ffct-30313	37
C	ffct-30314	405,421
C	ffct-30315	37
C	ffct-30316	439,395
C	ffct-30318	39,22
C	ffct-30319	421
C	ffct-30320	37
C	ffct-30321	37
C	ffct-30322	37,395
C	ffct-30323	29
C	ffct-30324	29
C	ffct-30325	410
C	ffct-30326	438
C	ffct-30327	438,439
C	ffct-30328	438
C	ffct-30329	438,410
C	ffct-30330	438
C	ffct-30331	441
C	ffct-30332	37
C	ffct-30333	37
C	ffct-30334	37,32
C	ffct-30335	395,441
C	ffct-30336	395,37
C	ffct-30337	37
C	ffct-30338	395,441
C	ffct-30339	37
C	ffct-30340	37
C	ffct-30341	37
C	ffct-30342	37
C	ffct-30343	37
C	ffct-30344	37,417
C	ffct-30345	426,37
C	ffct-30346	441
C	ffct-30347	441
C	ffct-30348	390
C	ffct-30349	37,36
C	ffct-30350	37
C	ffct-30351	37
C	ffct-30352	395
C	ffct-30353	5
C	ffct-30354	19
C	ffct-30355	19
C	ffct-30356	441,440
C	ffct-30357	19
C	ffct-30358	19
C	ffct-30359	441,440
C	ffct-30360	441
C	ffct-30361	441
C	ffct-30362	441,18
C	ffct-30363	441
C	ffct-30364	441
C	ffct-30365	440,441
C	ffct-30366	441,439
C	ffct-30367	441
C	ffct-30368	441
C	ffct-30369	441
C	ffct-30370	441
C	ffct-30371	441
C	ffct-30372	441,19
C	ffct-30373	441,439
C	ffct-30374	441,19
C	ffct-30375	441,396
C	ffct-30376	441,434
C	ffct-30377	441,19
C	ffct-30378	441,18
C	ffct-30379	441
C	ffct-30380	441,439
C	ffct-30381	441
C	ffct-30382	441
C	ffct-30383	441
C	ffct-30384	441
C	ffct-30385	19
C	ffct-30386	441
C	ffct-30387	441
C	ffct-30388	441
C	ffct-30389	434,439
C	ffct-30390	441,439
C	ffct-30391	441,439
C	ffct-30392	441,412
C	ffct-30393	441,412
C	ffct-30394	441,412
C	ffct-30395	441,410
C	ffct-30396	436,412
C	ffct-30397	412,441
C	ffct-30398	441,410
C	ffct-30399	441,410
C	ffct-30400	441,410
C	ffct-30401	410,441
C	ffct-30402	441,410
C	ffct-30403	410,36
C	ffct-30404	441,410
C	ffct-30405	441,410
C	ffct-30406	412,441
C	ffct-30407	412,441
C	ffct-30408	441,412
C	ffct-30409	32,36
C	ffct-30410	441,410
C	ffct-30411	438
C	ffct-30412	438,387
C	ffct-30413	438
C	ffct-30414	438,410
C	ffct-30416	29,410
C	ffct-30417	438
C	ffct-30418	438
C	ffct-30419	441,410
C	ffct-30420	410,441
C	ffct-30421	441
C	ffct-30422	441
C	ffct-30423	441
C	ffct-30424	441
C	ffct-30425	441
C	ffct-30426	441
C	ffct-30427	441
C	ffct-30428	441
C	ffct-30429	441
C	ffct-30430	441
C	ffct-30431	441
C	ffct-30432	441
C	ffct-30433	441
C	ffct-30434	441,430
C	ffct-30435	441
C	ffct-30436	441
C	ffct-30437	441
C	ffct-30438	441
C	ffct-30439	441
C	ffct-30440	441
C	ffct-30441	441,409
C	ffct-30442	441
C	ffct-30443	5
C	ffct-30444	441
C	ffct-30445	441,5
C	ffct-30446	5
