set,id,verdict,note,topic,sheet,row,col
webp,ffct-23165,text,room labels baked in,why some rooms have less echo,,2,3
webp,ffct-23264,text,machine label baked in,heat naturally flows hot to cold,,3,0
webp,ffct-23271,text,insulation label baked in,fridge walls insulate to keep heat out,,0,1
webp,ffct-23362,text,action labels baked in,force changes speed,,2,3
webp,ffct-23437,text,TOYS label baked in,lifting an object gives it stored energy,,3,2
webp,ffct-24207,text,baked labels,Why empty rooms sound echoey,,1,3
webp,ffct-24210,text,text labels,Wind can change how far sound travels,,2,0
webp,ffct-24212,text,street signs,Why a Filipino street is full of sound,,2,1
webp,ffct-24213,text,diagram labels,Sound travels even when air is still,,2,2
webp,ffct-24216,text,baked labels,how grounding gives electrons an escape path,,3,1
webp,ffct-24222,text,baked labels,"grounding versus insulating, opposite goals",,0,1
webp,ffct-24224,text,FUEL label,fuel trucks ground before pumping fuel,,0,3
webp,ffct-24253,text,baked labels,Static electricity versus flowing current,,2,2
webp,ffct-24305,text,machine labels,A lever and a ramp are both simple machines but work differently,,1,3
webp,ffct-24311,text,baked labels,speed versus acceleration difference,,2,1
webp,ffct-24313,text,vehicle signs,relative speed of passing vehicles,,2,3
webp,ffct-24319,text,unit label,different units for the same speed,,3,2
webp,ffct-24323,text,map labels,computing average speed of a trip,,0,2
webp,ffct-24324,text,baked labels,comparing speed of light and sound,,0,3
webp,ffct-24327,text,wind labels,airplane airspeed versus ground speed,,1,1
webp,ffct-24361,text,stroke labels,"the catch, pull, and recovery of a stroke",,1,3
webp,ffct-24387,text,KM sign,Speed of sound in air as concrete example,,2,2
webp,ffct-24388,text,baked labels,Light speed compared to sound speed,,2,3
webp,ffct-24390,text,SAME SPEED label,Loud sound is not faster than soft sound,,3,1
webp,ffct-24391,text,baked labels,Warmer air makes sound travel faster,,3,2
webp,ffct-24399,text,depth labels,Bigger waves are not always faster waves,,1,1
webp,ffct-24432,text,baked labels,momentum,,1,2
webp,ffct-24470,text,HEAVY labels,A lever bar must be stiff not bendy,,3,1
webp,ffct-24484,text,PAGASA label,Philippine rainy season brings frequent lightning,,2,0
webp,ffct-24487,text,KABOOM text,If you hear thunder you are close enough to be struck,,2,2
webp,ffct-24491,text,friction labels,the main kinds of friction together,,3,2
webp,ffct-24500,text,baked labels,how friction is different from gravity,,1,1
webp,ffct-24507,text,ROSIN label,why a violin bow needs rosin to make sound,,2,0
webp,ffct-24537,text,baked labels,What speed means distance over time,,2,2
webp,ffct-24538,text,unit labels,Common units for measuring speed,,2,3
webp,ffct-24540,text,average label,Average speed versus instant speed,,3,0
webp,ffct-24541,text,baked labels,How acceleration changes speed,,3,1
webp,ffct-24542,text,signs and plate,Jeepney speed Filipino daily example,,3,2
webp,ffct-24549,text,stop sign text,Reaction time affects braking distance,,0,2
webp,ffct-24552,text,map UI text,How GPS apps measure your speed,,1,1
webp,ffct-24553,text,formula labels,Finding distance or time from speed,,1,2
webp,ffct-24573,text,light labels,higher frequency waves carry more energy,,2,0
webp,ffct-24587,text,clock display,microwaves use wave energy to heat food,,0,3
webp,ffct-24593,text,baked label,How guitar frets shorten the string,,2,0
webp,ffct-24594,text,baked labels,Length not thickness changes pitch here,,2,1
webp,ffct-24603,text,baked labels,Higher pitch is not the same as louder,,0,1
webp,ffct-24605,text,baked labels,The two ends that fix vibrating length,,0,3
webp,ffct-24606,text,baked labels,Length versus tension as two pitch controls,,1,0
webp,ffct-24613,text,baked labels,contact versus non-contact forces compared,,2,0
webp,ffct-24627,text,jeepney sign,jeepney braking shows force changing motion,,2,3
webp,ffct-24643,text,baked label,Why big bass instruments are built large,,3,2
webp,ffct-24644,text,baked labels,Longer vibrating parts vibrate more slowly,,3,3
webp,ffct-24645,text,baked labels,Thicker strings vibrate slowly for low notes,,0,0
webp,ffct-24695,text,lever labels,third-class lever effort in the middle,,2,0
webp,ffct-24696,text,formula labels,mechanical advantage of a lever,,2,1
webp,ffct-24701,text,baked labels,baseball bat as third-class lever,,2,2
webp,ffct-24718,text,baked labels,shorter load arm increases force output,,3,0
webp,ffct-24762,text,IDLER GEAR label,idler gear reverses rotation direction,,2,0
webp,ffct-24769,text,teeth labels baked in,gear teeth count determines gear ratio,,3,3
webp,ffct-24774,text,friction labels baked in,static friction greater than kinetic friction,,0,3
webp,ffct-24775,text,coefficient labels baked in,coefficient of friction measures surface roughness effect,,1,0
webp,ffct-24790,text,compression tension labels,beam bridge simplest flat bridge structure,,3,0
webp,ffct-24803,text,bridge labels baked in,cantilever bridge extends from one or both supports,,0,1
webp,ffct-24804,text,compression tension labels,compression squeezes tension stretches structural members,,0,2
webp,ffct-24806,text,shape labels baked in,triangle is the only rigid polygon for structures,,1,0
webp,ffct-24810,text,LOAD label baked in,load path traces force from deck to foundation,,2,0
webp,ffct-24812,text,I-beam labels baked in,I-beam shape efficient for bridges and buildings,,2,1
webp,ffct-24813,off-topic,child with star,center of gravity point where weight balances,,2,2
webp,ffct-24823,text,lean labels baked in,skateboarder balances by shifting center of gravity,,1,0
webp,ffct-24828,text,center of gravity label,base of support area beneath object determines stability,,2,0
webp,ffct-24839,text,elastic plastic labels,elastic deformation reversible plastic deformation permanent,,3,1
webp,ffct-24844,text,force required labels,spring constant measures stiffness of a spring,,3,3
webp,ffct-24868,text,energy labels baked in,hybrid vehicles recapture energy during braking,,1,1
webp,ffct-24891,text,force labels baked in,floor pushes back up on objects with normal force,,2,1
webp,ffct-24892,text,friction labels baked in,you must overcome static friction to start moving object,,2,2
webp,ffct-24898,text,power formula baked in,power is rate at which work is done,,2,3
webp,ffct-24899,text,pressure formula baked in,pressure defined as force divided by area,,3,0
webp,ffct-24901,text,force area labels,stiletto heels exert high pressure on floor,,3,2
webp,ffct-24904,text,pressure depth labels,water pressure increases with depth,,0,0
webp,ffct-24908,text,piston force labels,hydraulic jack lifts heavy car with small effort,,1,0
webp,ffct-24909,text,PSI label baked in,pneumatic systems use compressed air for tools,,1,1
webp,ffct-24912,text,air pressure labels,suction cup held by atmospheric pressure difference,,1,3
webp,ffct-24916,text,steel concrete labels,columns carry axial compression loads in buildings,,2,2
webp,ffct-24923,text,compression tension labels,concrete strong in compression steel strong in tension,,0,0
webp,ffct-24939,text,input output labels,mechanical advantage output force divided by input force,,2,0
webp,ffct-24941,text,impulse formula labels,impulse is force multiplied by time changes momentum,,2,1
webp,ffct-24942,text,crumple zone labels,car crumple zones extend collision time to reduce force,,2,2
webp,ffct-24958,text,jack force labels,car jack handle as lever lifts vehicle,,0,1
webp,ffct-24976,text,crane labels baked in,crane operators monitor load to prevent tipping,,1,3
webp,ffct-25001,text,ABS diagram labels,ABS prevents wheel lock-up to maintain steering friction,,0,0
webp,ffct-25016,text,rotation labels baked in,differential gear allows wheels to turn at different speeds when cornering,,1,1
webp,ffct-25017,text,support force label,carrying a box horizontally does zero scientific work,,1,2
webp,ffct-25019,text,pitch labels baked in,screw pitch determines advance per turn,,2,0
webp,ffct-25020,text,pitch label baked in,screw and mechanical advantage,,2,1
webp,ffct-25024,text,license plate text,vehicle suspension and springs,,2,3
webp,ffct-25025,text,triboelectric labels,triboelectric series and charge prediction,,3,0
webp,ffct-25039,text,charged object labels,charged objects attract uncharged objects by rearranging charge,,1,2
webp,ffct-25040,text,220V label baked in,small static shocks are generally harmless,,1,3
webp,ffct-25065,text,resistance labels,electrical resistance opposes the flow of current,,3,0
webp,ffct-25073,text,battery part labels,rechargeable batteries reverse the chemical reaction when charging,,0,3
webp,ffct-25074,text,12 volts label,car batteries are lead-acid wet cells,,1,0
webp,ffct-25079,text,battery spec labels,batteries store solar energy for nighttime use in Philippines,,1,3
webp,ffct-25080,text,internal resistance labels,real batteries have internal resistance that reduces output voltage,,2,0
webp,ffct-25085,text,battery type labels,primary batteries are single-use; secondary batteries are rechargeable,,2,2
webp,ffct-25086,text,cell battery labels,a single cell versus a battery of multiple cells,,2,3
webp,ffct-25087,text,Volta banner text,Alessandro Volta invented the first battery in 1800,,3,0
webp,ffct-25103,text,WESM sign text,the WESM is the Philippines' electricity wholesale market,,1,2
webp,ffct-25113,text,efficiency label,energy efficiency labels help consumers choose lower-power appliances,,2,1
webp,ffct-25116,text,pin labels baked in,"the three pins in a Philippine plug: live, neutral, and ground",,2,3
webp,ffct-25133,text,baked-in sign text,resistors control current flow in circuits,,1,2
webp,ffct-25257,text,promotional text baked in,flexible rubber magnets are used in refrigerator doors and promotional items,,0,3
webp,ffct-25449,text,definition sentences baked in,temperature and heat are different quantities,,1,3
webp,ffct-25529,text,stratification labels baked in,Taal Lake water thermally stratified warm surface cool deep,,0,1
webp,ffct-25534,text,labels and numbers baked in,heat index combines temperature and humidity feels hotter than actual temperature,,0,3
webp,ffct-25540,off-topic,no shadow or sun shown,noon shadows shortest as sun highest in sky Philippines,,1,1
webp,ffct-25552,text,air labels baked in,evaporative air cooler works by evaporation of water,,2,0
webp,ffct-25573,text,HOT/COLD labels baked in,mixing hot and cold water results in warm water equilibrium,,0,2
webp,ffct-25602,text,color names baked in,hot objects glow red then orange yellow white as temperature rises,,2,3
webp,ffct-25607,text,focal point labels baked in,lensmaker concept focal length depends on lens curvature and material,,3,2
webp,ffct-25609,text,year and place labels baked in,when was the telegraph first used,,0,0
webp,ffct-25621,text,year baked in,when was the telephone invented,,2,0
webp,ffct-25625,text,year baked in,what year was the first battery invented,,3,0
webp,ffct-25627,text,material labels baked in,what was Volta's battery made of,,3,2
webp,ffct-25633,text,patent date baked in,what year did Tesla patent the AC motor,,0,2
webp,ffct-25634,text,unit name baked in,what unit is named after Tesla,,0,3
webp,ffct-25637,text,year baked in,what year did Edison make the light bulb,,1,1
webp,ffct-25646,text,PATENT label baked in,who bought Tesla's AC motor patents,,3,1
webp,ffct-25653,text,CAPACITOR label baked in,what unit is named after Faraday (the farad),,0,3
webp,ffct-25654,text,VOLTMETER label baked in,what unit is named after Volta (voltage),,1,0
webp,ffct-25655,text,ZINC/COPPER labels baked in,who invented the first electric battery,,1,1
webp,ffct-25656,text,unit name baked in,what unit is named after Coulomb (electric charge),,1,2
webp,ffct-25657,text,name label baked in,who is the father of electrodynamics (Ampere),,1,3
webp,ffct-25660,text,equation baked in,how many watts in a kilowatt,,2,2
webp,ffct-25661,text,speed number baked in,speed of light in km/s,,2,3
webp,ffct-25662,text,speed number baked in,speed of light in meters per second,,3,0
webp,ffct-25663,text,speed number baked in,speed of sound in air,,3,1
webp,ffct-25669,off-topic,only a sun,speed of light in miles per second,,0,3
webp,ffct-25670,off-topic,only a speaker,speed of sound in kilometers per hour,,1,0
webp,ffct-25671,text,SPEEDING UP text baked in,what gravity g causes objects to do,,1,1
webp,ffct-25680,text,number answer baked in,how many laws of motion did Newton state,,1,2
webp,ffct-25693,text,year and title baked in,when did Newton publish the laws of motion,,3,1
webp,ffct-25698,text,patent text baked in,what year was the first car invented,,0,0
webp,ffct-25700,text,part labels baked in,what year did James Watt patent his steam engine improvement,,0,2
webp,ffct-25708,text,PATENT year baked in,what year did Frank Whittle patent the jet engine,,2,1
webp,ffct-25709,text,DIESEL label baked in,who invented the diesel engine,,2,2
webp,ffct-25711,text,year banner baked in,what year was the first airplane flight,,3,0
webp,ffct-25716,text,lever labels baked in,what does a lever multiply,,0,0
webp,ffct-25729,text,load labels baked in,what is the trade-off of a simple machine,,1,2
webp,ffct-25734,off-topic,shows Celsius/Fahrenheit not Kelvin,SI base unit for temperature,,2,3
webp,ffct-25737,text,unit names list baked in,how many SI base units there are,,3,1
webp,ffct-25739,text,year baked in,what year the Celsius scale was proposed,,3,3
webp,ffct-25742,text,year baked in,what year the Fahrenheit scale was made,,0,2
webp,ffct-25746,text,year baked in,what year the Kelvin scale was proposed,,1,2
webp,ffct-25758,text,speed number baked in,how fast does light travel in meters per second,,0,1
webp,ffct-25770,text,speed labels baked in,acceleration due to gravity on Earth,,0,3
webp,ffct-25774,off-topic,meteor not light,what is the fastest thing in the universe,,1,3
webp,ffct-25779,text,metal name baked in,best electrical conductor metal,,2,3
webp,ffct-25781,off-topic,mug not metal,best heat conductor metal,,3,1
webp,ffct-25785,text,year baked in,what year was the World Wide Web proposed,,0,0
webp,ffct-25796,off-topic,modern jet not Wright Flyer,what year did the Wright brothers fly the first airplane,,2,2
webp,ffct-25805,text,screen text baked in,what year did the first website go online,,0,3
webp,ffct-25813,text,year baked in,what year was the practical lightbulb invented,,2,1
webp,ffct-25821,off-topic,oil pumpjack not steam engine,who built the first useful steam engine before Watt,,0,1
webp,ffct-25822,text,FRIGIDAIRE label baked in,who invented the first working refrigerator,,0,2
webp,ffct-25830,text,V unit label baked in,what unit is named after Alessandro Volta,,2,1
webp,ffct-25832,text,LED label baked in,what does LED stand for in LED bulbs,,2,3
webp,ffct-25836,text,Kitty Hawk sign text,where was the first airplane flight,,3,3
webp,ffct-25843,text,ATLAS label baked in,who built the first liquid-fuel rocket,,1,0
webp,ffct-25870,text,Pa unit label baked in,what unit of pressure is named after Pascal,,1,1
webp,ffct-25873,text,ENGLAND label baked in,what country was Isaac Newton from,,2,0
webp,ffct-25881,text,NEWTON/METER labels baked in,what does one joule of energy equal in work,,3,2
webp,ffct-25882,text,PRINCIPIA title baked in,what famous physics book did Newton write,,3,3
webp,ffct-25893,text,Oe unit label baked in,what unit is named after Oersted,,1,3
webp,ffct-25894,text,A unit label baked in,what is the unit of electric current and who it is named after,,2,0
webp,ffct-25895,text,ohm symbol label baked in,what is the unit of electrical resistance and who it is named after,,2,1
webp,ffct-25897,text,W unit label baked in,what is the unit of power and who it is named after,,2,2
webp,ffct-25898,off-topic,house struck by lightning,who developed alternating current (AC) systems,,2,3
webp,ffct-25899,text,T unit label baked in,what unit is named after Tesla,,3,0
webp,ffct-25902,text,C unit label baked in,what is the unit of electric charge and who it is named after,,3,3
webp,ffct-25903,text,Hz unit label baked in,what is the unit of frequency and who it is named after,,0,0
webp,ffct-25905,text,A unit label baked in,which electrical unit is an SI base unit,,0,2
webp,ffct-25919,text,CAGAYAN label baked in,Diosdado Banatao from Cagayan Philippines,,3,1
webp,ffct-25920,text,speed value text baked in,speed of light in meters per second,,3,2
webp,ffct-25925,text,AIR RESISTANCE/GRAVITY labels,what does terminal velocity mean,,0,2
webp,ffct-25929,text,LIGHT YEARS text baked in,what is a light year,,1,1
webp,ffct-25931,text,E=mc2 formula baked in,what letter symbol stands for speed of light,,1,2
webp,ffct-25948,text,E=mc2 formula baked in,who came up with E=mc2,,0,0
webp,ffct-25958,text,PHYSICS book title baked in,who is the Fahrenheit scale named after,,2,1
webp,ffct-25964,text,pH scale labels baked in,what does the pH scale measure,,3,2
webp,ffct-25970,text,10 hardness number baked in,what is the hardest mineral on the Mohs scale,,1,0
webp,ffct-25975,text,kW unit label baked in,how many watts in a kilowatt,,2,1
webp,ffct-25982,text,R/G/B labels baked in,how many primary colors of light,,0,0
webp,ffct-25992,text,COAL/OIL/GAS labels baked in,what fossil fuels are,,2,1
webp,ffct-25993,text,OIL label baked in,the three main fossil fuels,,2,2
webp,ffct-25994,off-topic,battery is not energy source,examples of nonrenewable energy,,2,3
webp,ffct-26012,text,GAS pump label baked in,what gasoline is made from,,1,0
webp,ffct-26013,text,W unit label baked in,unit of electrical power,,1,1
webp,ffct-26023,text,machine labels baked in,the two families of simple machines,,2,3
webp,ffct-26037,text,EFFORT/FULCRUM/LOAD labels,what class of lever tweezers are,,3,2
webp,ffct-26041,text,color names baked in,what are the seven spectrum colors in order,,0,1
webp,ffct-26043,text,color names baked in,what are the primary colors of light,,0,3
webp,ffct-26047,text,SUNLIGHT/ATMOSPHERE labels,what is the name for why the sky is blue,,1,3
webp,ffct-26049,text,color names baked in,what causes a rainbow,,2,0
webp,ffct-26053,text,ABSORBED label baked in,why do black objects look black,,3,0
webp,ffct-26070,text,Magnesia label baked in,who first discovered natural magnets,,1,3
webp,ffct-26079,text,banner text baked in,can a magnet have only one pole,,2,2
webp,ffct-26088,text,SOS letters baked in,what is the Morse code for SOS,,0,0
webp,ffct-26090,text,year 1876 baked in,when was the telephone invented,,0,2
webp,ffct-26096,text,year 1989 baked in,when was the World Wide Web invented,,2,0
webp,ffct-26097,text,CERN label baked in,where was the World Wide Web invented,,2,1
webp,ffct-26099,text,years 1945 1946 baked in,when was the ENIAC computer built,,2,3
webp,ffct-26102,text,year 1991 baked in,when was the first website published,,3,2
webp,ffct-26103,text,spoken words baked in,what were the first words spoken on the telephone,,3,3
webp,ffct-26104,text,band names baked in,the seven named bands of the electromagnetic spectrum,,0,0
webp,ffct-26106,text,radio waves label,which EM band has the longest wavelength,,0,2
webp,ffct-26107,text,gamma rays label,which EM band has the shortest wavelength,,0,3
webp,ffct-26108,text,gamma rays label,which EM band has the highest frequency,,1,0
webp,ffct-26109,text,radio waves label,which EM band has the lowest frequency,,1,1
webp,ffct-26110,text,gamma rays label,which EM band carries the most energy,,1,2
webp,ffct-26123,text,infrared waves label,which band is just beyond red light (longer wavelength),,2,2
webp,ffct-26124,text,ultraviolet waves label,which band is just beyond violet light (shorter wavelength),,2,3
webp,ffct-26125,text,spectrum labels baked in,where microwaves sit in the EM order,,3,0
webp,ffct-26126,text,spectrum labels baked in,where X-rays sit in the EM order,,3,1
webp,ffct-26128,text,WEST label baked in,in what direction does the sun set,,3,2
webp,ffct-26139,text,East label baked in,which direction is on the right side of a map,,1,3
webp,ffct-26145,off-topic,shows singer not inventor,who patented the Sing-Along System (karaoke machine),,3,1
webp,ffct-26146,text,year 1975 and KARAOKE,what year del Rosario developed the Sing-Along System,,3,2
webp,ffct-26149,text,TATAK PINOY label,what nickname the jeepney is known by,,0,1
webp,ffct-26151,text,SARAO MOTORS 1953,what year Sarao Motors was founded,,0,3
webp,ffct-26153,text,year 1901 baked in,who really patented the first mercury-vapor (fluorescent) lamp,,1,1
webp,ffct-26154,text,FLUORSPAR and speech labels,where the word fluorescent comes from (not from Flores),,1,2
webp,ffct-26156,text,name tag text baked in,"what Agapito Flores actually was (electrician, not inventor)",,2,0
webp,ffct-26157,text,SPEED dB label baked in,speed of sound in water,,2,1
webp,ffct-26159,text,state labels baked in,which medium sound travels fastest in,,2,3
webp,ffct-26162,text,explanatory text labels,what is infrasound frequency,,3,2
webp,ffct-26163,text,HELLO text baked in,minimum distance to hear an echo,,3,3
webp,ffct-26164,text,0.1 seconds baked in,minimum time gap to hear an echo,,0,0
webp,ffct-26165,text,A4 440 Hz label,standard concert pitch frequency,,0,1
webp,ffct-26187,off-topic,shows light bulb not work,the SI unit of work,,0,2
webp,ffct-26190,text,number 4 baked in,the unit of mechanical advantage,,1,1
webp,ffct-26209,text,weight equation baked in,the equation for weight,,3,0
webp,ffct-26210,text,10N and 1kg labels,weight of a 1 kilogram object,,3,1
webp,ffct-26213,text,746 number baked in,how many watts in one horsepower,,3,3
webp,ffct-26217,text,MOTION FRICTION PUSH labels,the direction of friction force,,0,0
webp,ffct-26218,text,inclined plane labels,what a wedge is made of,,0,1
webp,ffct-26219,text,producer text baked in,Philippines geothermal world rank,,0,2
webp,ffct-26221,text,200 meters label,height of San Roque Dam,,0,3
webp,ffct-26223,text,60 percent banner,percentage of Philippine electricity from coal,,1,1
webp,ffct-26224,text,PALAWAN label baked in,where the Malampaya gas field is,,1,2
webp,ffct-26226,text,20 percent label,how much of Luzon's power Malampaya supplied,,2,0
webp,ffct-26240,text,slide fastener label,who invented the early zipper (slide fastener),,3,3
webp,ffct-26243,text,patent document text,what year was the ballpoint pen patented,,0,2
webp,ffct-26252,text,FREE USE label,did John Walker patent the match,,2,3
webp,ffct-26259,text,patent year baked in,what year was Velcro patented,,0,1
webp,ffct-26260,text,Velcro name split,where does the name Velcro come from,,0,2
webp,ffct-26261,text,microwave panel labels,who invented the microwave oven,,0,3
webp,ffct-26263,text,Radarange label,what was the first microwave oven called and when sold,,1,1
webp,ffct-26266,text,1895 X-ray label,when were X-rays discovered,,2,0
webp,ffct-26268,off-topic,Nobel founder not winner,who won the first Nobel Prize in Physics,,2,2
webp,ffct-26270,text,VS-300 label,who invented the first practical helicopter,,3,0
webp,ffct-26274,text,ballast tank labels,how does a submarine sink and float,,0,0
webp,ffct-26302,text,Kodak logo baked in,who made the Kodak roll-film camera for everyone,,0,1
webp,ffct-26303,text,Edison label baked in,who invented the phonograph,,0,2
webp,ffct-26305,text,Edison label baked in,who invented the flat disc record gramophone,,1,0
webp,ffct-26306,text,Cinematographe label,who invented the motion picture cinematograph,,1,1
webp,ffct-26312,text,Atomic Clock banner,who invented the atomic clock,,2,1
webp,ffct-26314,text,Astron label baked in,who made the first quartz wristwatch,,2,3
webp,ffct-26318,text,accuracy plaque text,how accurate is an atomic clock,,3,0
webp,ffct-26322,text,Atomic Clock label,what element does an atomic clock use,,3,3
webp,ffct-26324,text,Atomic Clock label,what country built the first atomic clock,,0,0
webp,ffct-26331,text,Greek letters label,what is an ancient water clock called,,1,1
webp,ffct-26333,text,365 number baked in,how many days are in a year,,1,2
webp,ffct-26335,text,Atomic Clock label,what device officially defines one second,,2,0
webp,ffct-26336,text,code text baked in,who was the first computer programmer,,2,1
webp,ffct-26339,text,1945 number baked in,what year was ENIAC completed,,3,0
webp,ffct-26341,text,1989 number baked in,what year was the world wide web invented,,3,2
webp,ffct-26342,text,1971 number baked in,who sent the first email,,3,3
webp,ffct-26420,text,German word baked in,who the ohm is named after,,2,0
webp,ffct-26428,text,STOP text baked in,what the ohm measures,,0,0
webp,ffct-26439,off-topic,saltpeter label wrong,what explosive is dynamite made from,,2,2
webp,ffct-26450,text,Chinese text baked in,where was gunpowder invented,,0,1
webp,ffct-26453,text,Chinese character baked in,how was gunpowder discovered,,1,0
webp,ffct-26454,text,Chinese text baked in,where were the first rockets made,,1,1
webp,ffct-26470,off-topic,does not show cause,why did Louis Braille become blind,,3,0
webp,ffct-26514,off-topic,shows X-ray not discoverer,who discovered x-rays,,1,2
webp,ffct-26559,off-topic,fighter not Lindbergh plane,who first flew solo across the Atlantic,,1,1
webp,ffct-26584,off-topic,owl not locomotive,who built the first railway steam locomotive,,3,0
webp,ffct-26589,off-topic,shooting star not light,what is the fastest thing in the universe,,0,1
webp,ffct-26644,text,slogan text baked in,what was the famous Kodak slogan,,3,0
webp,ffct-26663,off-topic,radio tower not Hertz,who is the hertz named after,,3,3
webp,ffct-26753,off-topic,octopus not Newton,the newton unit is named after Isaac Newton,,1,0
webp,ffct-26848,text,formula on blackboard,formula for weight,,0,3
webp,ffct-26849,text,force names labeled,the four fundamental forces,,1,0
webp,ffct-26852,text,planet labels,how much a person weighs on the Moon,,1,3
webp,ffct-26853,text,force names labeled,gravity is the weakest fundamental force,,2,0
webp,ffct-26855,text,NEWTONS banner text,the unit of force,,2,2
webp,ffct-26861,text,color names labeled,a rainbow forms by refraction in raindrops,,2,3
webp,ffct-26863,text,color names labeled,the order of the 7 rainbow colors,,3,1
webp,ffct-26874,text,color names labeled,"the three primary colors of light are red, green, and blue",,0,3
webp,ffct-26876,text,part number text,who invented the transistor,,1,0
webp,ffct-26877,text,year number,what year was the transistor invented,,1,1
webp,ffct-26879,text,web labels,difference between the Internet and the World Wide Web,,1,3
webp,ffct-26890,text,screen text,where was the first website created,,2,2
webp,ffct-26892,text,HTML code,who created HTML the language of web pages,,3,0
webp,ffct-26896,text,plaque and code,what machine did Ada Lovelace write the first program for,,0,0
webp,ffct-26910,text,lever labels,third-class lever,,1,2
webp,ffct-26911,text,Teflon label,Friction,,1,3
webp,ffct-26923,off-topic,terraces not gravity,Gravity,,3,0
webp,ffct-26950,text,surface labels,Friction,,2,1
webp,ffct-26956,text,lever labels,Lever Practicality,,2,3
webp,ffct-26977,text,clock numbers,Light,,0,3
webp,ffct-26986,text,friction label,Friction,,2,1
webp,ffct-26990,text,color labels,Light Absorption,,2,3
webp,ffct-26999,text,thermos labels,Heat Transfer,,3,3
webp,ffct-27006,text,lever labels,Simple Machines,,0,2
webp,ffct-27023,off-topic,alligator not lever,Lever,,2,0
webp,ffct-27041,off-topic,collider not magnets,Magnets,,0,2
webp,ffct-27043,text,planet labels,Gravity (Jupiter),,1,0
webp,ffct-27078,text,machine labels,Simple Machines,,3,2
webp,ffct-27079,off-topic,volcano not static,Static Electricity,,3,3
webp,ffct-27116,text,battery label,Chemical Energy,,2,0
webp,ffct-27118,text,GOLD label,Magnets and Metals,,2,1
webp,ffct-27123,text,color labels,Light,,2,2
webp,ffct-27140,text,battery labels,Electricity,,0,2
webp,ffct-27142,text,surface labels,Friction,,1,0
webp,ffct-27143,text,tread label,Friction,,1,1
webp,ffct-27147,text,MAGNET label,Magnets,,1,3
webp,ffct-27166,text,speed numbers,Light vs Sound Speed,,2,2
webp,ffct-27197,text,speed labels,Light Speed,,3,1
webp,ffct-27210,text,coin text,Magnetism,,0,0
webp,ffct-27213,text,BLACK SAND label,Natural Magnets,,0,2
webp,ffct-27214,text,energy labels,Light Absorption,,0,3
webp,ffct-27222,text,magnet labels,Magnets (Field Strength),,1,0
webp,ffct-27226,text,WEIGHT label,Lunar Gravity,,1,2
webp,ffct-27231,text,medium labels,Light,,1,3
webp,ffct-27248,text,AA label,Chemical Energy,,3,0
webp,ffct-27249,text,watt kg labels,Chemical Energy,,3,1
webp,ffct-27257,text,distance label,Magnet Safety,,3,3
webp,ffct-27262,text,decibel labels,Sound,,0,1
webp,ffct-27267,text,planet labels,Gravity,,1,0
webp,ffct-27270,text,process labels,Chemical energy,,1,2
webp,ffct-27293,off-topic,"Earth rings, not light",Light,,0,1
webp,ffct-27305,off-topic,banana not light,Light,,1,3
webp,ffct-27314,text,HEAT label baked in,Heat – direction of flow,,2,3
webp,ffct-27316,text,WOOL label baked in,heat insulation safety,,3,0
webp,ffct-27319,text,paragraph text baked in,Motion,,3,2
webp,ffct-27320,text,metal labels baked in,Electrical Circuits,,3,3
webp,ffct-27325,text,I labels baked in,Magnets,,0,1
webp,ffct-27327,text,HIGH HEAT text,Energy Conversion,,0,2
webp,ffct-27336,text,HIGH HEAT text,Magnets,,0,3
webp,ffct-27343,text,force labels baked in,Static Friction,,1,1
webp,ffct-27345,text,multiple labels baked in,Lever Classes,,1,2
webp,ffct-27350,text,number label baked in,Food Energy,,1,3
webp,ffct-27365,text,muscle labels baked in,Levers,,0,2
webp,ffct-27368,text,F label baked in,Static Friction,,1,0
webp,ffct-27373,text,metal labels baked in,magnetism,,1,1
webp,ffct-27374,text,water labels baked in,Water Conductivity,,1,2
webp,ffct-27380,text,SPF 50 baked in,UV Protection,,2,2
webp,ffct-27404,text,wheel labels baked in,Simple Machines,,1,0
webp,ffct-27408,text,warning text baked in,Magnet Safety,,1,2
webp,ffct-27415,text,north labels baked in,Magnets,,2,1
webp,ffct-27426,text,force labels baked in,Static Friction,,2,3
webp,ffct-27440,text,metal labels baked in,magnets,,0,3
webp,ffct-27445,text,labels baked in,Magnets,,1,3
webp,ffct-27461,text,GRAVITY label baked in,Gravity,,3,2
webp,ffct-27472,text,pulley labels baked in,Simple Machines (Pulley),,1,1
webp,ffct-27476,text,HEAT ENERGY label,Heat,,1,3
webp,ffct-27481,text,muscle labels baked in,Levers,,2,1
webp,ffct-27485,text,FRICTION labels baked in,Friction,,2,2
webp,ffct-27491,text,vehicle text baked in,Friction,,3,0
webp,ffct-27494,off-topic,dam is not a conductor,Conductors,,3,1
webp,ffct-27516,text,sound labels baked in,Sound,,1,2
webp,ffct-27518,text,speed labels baked in,Light,,1,3
webp,ffct-27519,text,sound labels baked in,Sound,,2,0
webp,ffct-27521,text,energy labels baked in,Conservation of Energy,,2,2
webp,ffct-27523,text,force labels baked in,Simple Machines,,3,0
webp,ffct-27526,text,liquid labels baked in,Liquid Temperature Ranges,,3,2
webp,ffct-27541,off-topic,comet not speed of light,Speed of Light,,0,3
webp,ffct-27546,text,muscle labels baked in,Body Levers,,1,1
